,hotel_id,datum_dolaska,datum_kreiranja_rezervacije,datum_odjave,datum_otkazivanja_rezervacije,broj_odraslih_gostiju,broj_djece_gostiju,zemlja_gosta,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,status_rezervacije,rezervacija_id,gost_id,broj_nocenja,ukupno_placeno
50451,1,2016-07-02,2015-12-07,2016-07-04,2016-04-29,2,1.0,FIN,2,1,135.48541129092197,Canceled,1363674,1038284,2.0,270.97082258184395
50456,1,2016-07-02,2015-01-30,2016-07-05,2016-03-14,2,0.0,PRT,2,1,40.92522191832632,Canceled,1363679,1015956,3.0,122.77566575497897
50458,1,2016-06-02,2015-10-16,2016-06-05,2016-03-14,2,0.0,PRT,2,1,139.64249708844375,Canceled,1363681,1090252,3.0,418.92749126533124
50468,1,2016-05-02,2015-10-24,2016-05-05,2016-03-14,2,0.0,PRT,2,1,49.594061996053604,Canceled,1363691,1021453,3.0,148.78218598816082
50470,1,2016-05-02,2016-01-30,2016-05-05,2016-03-14,2,0.0,PRT,2,1,62.95223560107313,Canceled,1363693,1081284,3.0,188.85670680321937
50472,1,2016-06-02,2015-10-05,2016-06-05,2016-03-14,2,0.0,PRT,2,1,56.34892159078544,Canceled,1363695,1073192,3.0,169.0467647723563
50478,1,2016-05-02,2016-01-26,2016-05-05,2016-03-14,2,0.0,PRT,2,1,48.61324291574351,Canceled,1363701,1070497,3.0,145.83972874723054
50479,1,2016-06-02,2015-11-01,2016-06-05,2016-03-14,2,0.0,PRT,2,1,138.87256820785112,Canceled,1363702,1063228,3.0,416.6177046235533
50482,1,2016-05-02,2016-02-16,2016-05-05,2016-03-14,2,0.0,GBR,2,1,58.77459676313343,Canceled,1363705,1066861,3.0,176.32379028940028
50483,1,2016-05-02,2016-01-14,2016-05-05,2016-03-14,2,0.0,PRT,2,1,55.78312013609248,Canceled,1363706,1066967,3.0,167.34936040827745
50486,1,2016-07-02,2016-02-13,2016-07-05,2016-03-14,2,0.0,PRT,2,1,44.063370068292556,Canceled,1363709,1089103,3.0,132.19011020487767
50493,1,2016-10-02,2015-10-08,2016-10-06,2016-01-05,2,0.0,IRL,2,1,107.74854451536763,Canceled,1363716,1073693,4.0,430.9941780614705
50494,1,2016-06-02,2016-02-08,2016-06-06,2016-04-26,2,0.0,PRT,2,1,66.04229508355388,Canceled,1363717,1010122,4.0,264.1691803342155
50496,1,2016-06-02,2015-10-08,2016-06-06,2016-04-12,2,0.0,PRT,2,1,68.97615238274858,Canceled,1363719,1084147,4.0,275.9046095309943
50497,1,2016-01-02,2015-11-29,2016-01-06,2015-12-21,2,0.0,PRT,2,1,109.33449819073269,Canceled,1363720,1054155,4.0,437.33799276293075
50503,1,2016-07-02,2015-11-29,2016-07-07,2016-02-23,2,0.0,PRT,2,1,61.75330268831931,Canceled,1363726,1030749,5.0,308.76651344159654
50504,1,2016-06-03,2015-10-12,2016-06-05,2016-03-08,3,0.0,ITA,2,1,96.97310113466574,Canceled,1363727,1041235,2.0,193.94620226933148
50505,1,2016-06-03,2016-02-19,2016-06-05,2016-03-02,2,0.0,KOR,2,2,134.46465101176406,Canceled,1363728,1017693,2.0,268.9293020235281
50508,1,2016-07-03,2015-11-16,2016-07-06,2016-04-22,1,0.0,FRA,2,2,153.05086312426428,Canceled,1363731,1045798,3.0,459.1525893727928
50512,1,2016-05-03,2016-02-24,2016-05-06,2016-02-26,2,0.0,PRT,2,1,93.76733914644957,Canceled,1363735,1096398,3.0,281.30201743934873
50514,1,2016-10-03,2016-02-12,2016-10-07,2016-04-29,2,0.0,BEL,2,1,126.95569026050113,Canceled,1363737,1032517,4.0,507.8227610420045
50518,1,2016-12-03,2015-12-11,2016-12-07,2016-04-30,2,0.0,IRL,2,1,157.58515369310783,Canceled,1363741,1019278,4.0,630.3406147724313
50521,1,2016-05-04,2016-01-03,2016-05-05,2016-04-06,2,0.0,GBR,2,2,140.91696360558947,Canceled,1363744,1031039,1.0,140.91696360558947
50525,1,2016-05-04,2015-08-17,2016-05-07,2016-01-22,2,0.0,PRT,2,1,98.18672248756701,Canceled,1363748,1032658,3.0,294.56016746270103
50532,1,2016-05-04,2015-07-18,2016-05-08,2016-04-01,2,0.0,ITA,2,1,133.47631082989827,Canceled,1363755,1073914,4.0,533.9052433195931
50533,1,2016-06-04,2015-01-05,2016-06-08,2016-01-29,2,0.0,CZE,2,1,79.28605592573868,Canceled,1363756,1010660,4.0,317.1442237029547
50537,1,2016-07-04,2015-12-22,2016-07-08,2016-02-03,2,1.0,PRT,2,1,88.0384733725061,Canceled,1363760,1032785,4.0,352.1538934900244
50539,1,2016-07-04,2015-10-14,2016-07-08,2015-10-19,2,0.0,PRT,2,1,70.05317839770392,Canceled,1363762,1046377,4.0,280.21271359081567
50547,1,2016-01-04,2015-07-07,2016-01-08,2015-10-19,2,0.0,PRT,2,1,99.27365886513097,Canceled,1363770,1002611,4.0,397.0946354605239
50554,1,2016-12-05,2015-10-08,2016-12-08,2016-01-18,1,0.0,PRT,2,1,139.2983821578362,Canceled,1363777,1013727,3.0,417.8951464735086
50559,1,2016-06-05,2016-01-05,2016-06-08,2016-01-18,2,0.0,PRT,2,1,83.43658681451518,Canceled,1363782,1023407,3.0,250.30976044354554
50564,1,2016-05-05,2015-11-22,2016-05-08,2016-01-18,2,0.0,PRT,2,1,114.86988630960731,Canceled,1363787,1076416,3.0,344.60965892882194
50567,1,2016-10-05,2016-04-19,2016-10-08,2016-05-05,2,0.0,DEU,0,3,201.4674805845817,Canceled,1363790,1061589,3.0,604.402441753745
50597,1,2016-01-05,2015-04-22,2016-01-07,2015-10-21,2,0.0,PRT,2,1,93.48179423320977,Canceled,1363820,1091160,2.0,186.96358846641954
50606,1,2016-05-05,2015-10-29,2016-05-07,2016-01-21,2,0.0,DEU,2,1,107.90137659879441,Canceled,1363829,1072765,2.0,215.80275319758883
50615,1,2016-01-05,2015-10-03,2016-01-07,2015-10-21,2,0.0,PRT,2,1,85.015021733523,Canceled,1363838,1063817,2.0,170.030043467046
50620,1,2016-01-05,2015-09-17,2016-01-07,2015-10-21,2,0.0,PRT,2,1,94.05680802022462,Canceled,1363843,1016798,2.0,188.11361604044924
50624,1,2016-01-05,2015-07-23,2016-01-07,2015-10-21,2,0.0,IRL,2,1,94.09640275241726,Canceled,1363847,1025810,2.0,188.19280550483452
50626,1,2016-01-05,2015-04-30,2016-01-08,2015-10-19,2,0.0,PRT,2,1,116.42203126640706,Canceled,1363849,1015073,3.0,349.26609379922115
50634,1,2016-05-05,2016-02-17,2016-05-08,2016-05-04,2,0.0,PRT,0,1,97.39717655390763,Canceled,1363857,1058298,3.0,292.1915296617229
50646,1,2016-06-05,2015-10-11,2016-06-08,2015-10-19,2,0.0,PRT,2,1,87.63819750229956,Canceled,1363869,1079585,3.0,262.91459250689866
50647,1,2016-10-05,2015-10-09,2016-10-08,2016-04-28,2,0.0,PRT,2,1,91.25944170369065,Canceled,1363870,1040443,3.0,273.778325111072
50663,1,2016-07-05,2016-01-30,2016-07-08,2016-03-14,2,0.0,PRT,2,1,46.9407043229461,Canceled,1363886,1015011,3.0,140.8221129688383
50664,1,2016-06-05,2015-12-16,2016-06-08,2016-03-10,2,0.0,DEU,2,1,70.35715892166591,Canceled,1363887,1099051,3.0,211.07147676499773
50665,1,2016-07-05,2016-02-13,2016-07-08,2016-04-18,2,0.0,DEU,2,2,87.85646528082064,Canceled,1363888,1099737,3.0,263.5693958424619
50669,1,2016-07-05,2015-02-22,2016-07-08,2016-01-18,1,0.0,PRT,2,1,55.48688325605514,Canceled,1363892,1006386,3.0,166.4606497681654
50676,1,2016-06-05,2016-02-26,2016-06-12,2016-05-05,2,1.0,MAR,0,1,99.84095557304828,No-Show,1363899,1033016,7.0,698.8866890113379
50679,1,2016-06-06,2016-03-18,2016-06-07,2016-04-28,2,2.0,BEL,2,5,172.0456359769917,Canceled,1363902,1059127,1.0,172.0456359769917
50684,1,2016-07-06,2016-02-10,2016-07-08,2016-03-20,2,2.0,IRL,2,5,130.29093740782434,Canceled,1363907,1038147,2.0,260.5818748156487
50690,1,2016-05-06,2015-06-08,2016-05-08,2016-02-13,2,0.0,BEL,2,1,85.36735843246733,Canceled,1363913,1093105,2.0,170.73471686493465
50697,1,2016-10-06,2016-04-05,2016-10-08,2016-05-01,2,0.0,ESP,2,1,150.02934652803344,Canceled,1363920,1062107,2.0,300.0586930560669
50703,1,2016-05-06,2016-04-17,2016-05-09,2016-04-26,3,0.0,NLD,2,2,138.3888360029084,Canceled,1363926,1054122,3.0,415.16650800872515
50725,1,2016-06-07,2015-12-04,2016-06-08,2016-01-30,2,0.0,PRT,2,1,97.32782933782492,Canceled,1363948,1027919,1.0,97.32782933782492
50727,1,2016-05-07,2016-02-22,2016-05-08,2016-05-04,3,0.0,ESP,2,1,182.48988598507012,Canceled,1363950,1004726,1.0,182.48988598507012
50728,1,2016-07-07,2016-02-12,2016-07-08,2016-05-03,1,0.0,GBR,2,1,101.1507324628509,Canceled,1363951,1042623,1.0,101.1507324628509
50732,1,2016-06-07,2015-02-20,2016-06-08,2016-04-26,2,0.0,PRT,2,1,116.21037200506115,Canceled,1363955,1032593,1.0,116.21037200506115
50733,1,2016-07-07,2016-01-23,2016-07-09,2016-04-18,2,0.0,TUR,2,1,107.9939948639485,Canceled,1363956,1023325,2.0,215.987989727897
50734,1,2016-07-07,2015-05-27,2016-07-09,2016-05-07,2,0.0,FRA,2,1,92.43078088173502,Canceled,1363957,1072632,2.0,184.86156176347004
50737,1,2016-05-07,2015-09-29,2016-05-10,2016-03-03,2,1.0,ITA,2,1,131.30753614741627,Canceled,1363960,1011210,3.0,393.9226084422488
50738,1,2016-10-07,2016-04-24,2016-10-10,2016-04-27,3,0.0,FRA,2,1,163.68906128379348,Canceled,1363961,1087316,3.0,491.06718385138043
50743,1,2016-06-07,2016-01-11,2016-06-09,2016-04-10,2,0.0,USA,2,1,112.02008543167625,Canceled,1363966,1043629,2.0,224.0401708633525
50744,1,2016-06-07,2015-07-29,2016-06-09,2016-04-29,2,0.0,GBR,2,1,120.34350439712975,Canceled,1363967,1105044,2.0,240.6870087942595
50745,1,2016-06-07,2016-01-03,2016-06-09,2016-04-20,2,0.0,BEL,2,2,90.41860532267198,Canceled,1363968,1023205,2.0,180.83721064534396
50746,1,2016-06-07,2016-02-09,2016-06-09,2016-03-19,3,0.0,FIN,2,2,119.26027442460536,Canceled,1363969,1025594,2.0,238.5205488492107
50750,1,2016-05-07,2015-12-08,2016-05-11,2016-02-15,2,0.0,ITA,2,1,107.96266918715254,Canceled,1363973,1057356,4.0,431.85067674861017
50751,1,2016-05-07,2015-09-09,2016-05-11,2016-04-29,2,2.0,CHN,2,5,174.02179006161825,Canceled,1363974,1089768,4.0,696.087160246473
50755,1,2016-07-07,2016-01-27,2016-07-13,2016-03-25,2,0.0,DEU,2,1,90.73886620200439,Canceled,1363978,1018213,6.0,544.4331972120264
50756,1,2016-01-07,2015-05-30,2016-01-14,2015-12-23,2,2.0,GBR,2,5,235.31098077477657,Canceled,1363979,1046860,7.0,1647.176865423436
50757,1,2016-01-07,2015-10-22,2016-01-14,2015-12-23,2,2.0,GBR,2,5,244.51678367858923,Canceled,1363980,1090188,7.0,1711.6174857501246
50761,1,2016-06-07,2015-09-14,2016-06-12,2016-02-01,2,0.0,DEU,2,1,83.02026199135653,Canceled,1363984,1078232,5.0,415.10130995678264
50765,1,2016-05-08,2016-04-23,2016-05-10,2016-05-03,2,0.0,PRT,2,1,108.14188471024158,Canceled,1363988,1063658,2.0,216.28376942048317
50771,1,2016-05-08,2015-11-13,2016-05-11,2016-04-25,2,0.0,BEL,2,1,117.9148363254222,Canceled,1363994,1036205,3.0,353.7445089762666
50773,1,2016-05-08,2015-12-29,2016-05-12,2016-03-24,2,0.0,BEL,2,1,83.54376148027822,Canceled,1363996,1045062,4.0,334.1750459211129
50774,1,2016-07-08,2015-11-11,2016-07-12,2016-04-29,2,0.0,PRT,2,1,86.86689385292956,Canceled,1363997,1048209,4.0,347.46757541171826
50782,1,2016-05-09,2015-11-28,2016-05-10,2016-05-09,2,0.0,ITA,2,1,78.54054346569667,Canceled,1364005,1039322,1.0,78.54054346569667
50783,1,2016-06-09,2015-11-23,2016-06-11,2016-01-21,2,0.0,DEU,2,1,73.074994766466,Canceled,1364006,1061731,2.0,146.149989532932
50790,1,2016-07-09,2015-11-08,2016-07-12,2016-04-13,2,0.0,AUT,2,1,103.21243268656882,Canceled,1364013,1017709,3.0,309.63729805970644
50792,1,2016-07-09,2016-01-21,2016-07-12,2016-04-04,2,0.0,DEU,2,1,95.83127977600181,Canceled,1364015,1059878,3.0,287.49383932800544
50796,1,2016-01-09,2015-12-06,2016-01-13,2016-01-05,2,0.0,IRL,2,1,138.0416827254906,Canceled,1364019,1052605,4.0,552.1667309019624
50799,1,2016-12-09,2016-02-24,2016-12-13,2016-05-06,2,0.0,GBR,2,1,183.81661738651133,Canceled,1364022,1103158,4.0,735.2664695460453
50800,1,2016-10-09,2015-12-07,2016-10-13,2016-04-07,2,1.0,ITA,2,1,170.5253468933673,Canceled,1364023,1057634,4.0,682.1013875734692
50803,1,2016-01-09,2015-06-16,2016-01-13,2016-01-11,2,0.0,ITA,2,1,149.6143000616034,Canceled,1364026,1048647,4.0,598.4572002464135
50804,1,2016-01-09,2015-08-25,2016-01-13,2016-01-11,2,0.0,PRT,2,1,137.97664408381505,Canceled,1364027,1015458,4.0,551.9065763352602
50816,1,2016-07-09,2015-07-21,2016-07-24,2016-05-09,1,0.0,PRT,1,1,64.41349581900775,Canceled,1364039,1004079,15.0,966.2024372851163
50823,1,2016-07-10,2016-01-27,2016-07-12,2016-05-09,1,0.0,PRT,2,2,67.00773913825202,Canceled,1364046,1074538,2.0,134.01547827650404
50826,1,2016-07-10,2016-03-28,2016-07-12,2016-05-09,1,0.0,PRT,2,1,58.04815971146578,Canceled,1364049,1063739,2.0,116.09631942293156
50833,1,2016-06-10,2016-02-05,2016-06-12,2016-05-02,1,0.0,PRT,2,2,71.8464911569267,Canceled,1364056,1059088,2.0,143.6929823138534
50835,1,2016-06-10,2016-05-01,2016-06-12,2016-05-04,2,0.0,PRT,2,1,53.775227801610164,Canceled,1364058,1066589,2.0,107.55045560322033
50839,1,2016-12-10,2015-07-15,2016-12-12,2016-05-04,2,0.0,PRT,2,1,117.27805045233211,Canceled,1364062,1000879,2.0,234.55610090466422
50840,1,2016-05-10,2016-01-26,2016-05-13,2016-04-30,3,0.0,PRT,2,2,184.0424846213442,Canceled,1364063,1028092,3.0,552.1274538640325
50843,1,2016-10-10,2015-10-31,2016-10-13,2016-05-06,2,0.0,PRT,2,1,101.1454796944728,Canceled,1364066,1068752,3.0,303.4364390834184
50846,1,2016-06-10,2016-03-15,2016-06-13,2016-04-13,2,0.0,TJK,2,1,135.18991310325407,Canceled,1364069,1016415,3.0,405.5697393097622
50847,1,2016-06-10,2016-02-09,2016-06-13,2016-05-06,2,0.0,PRT,2,1,66.02677766501911,Canceled,1364070,1071396,3.0,198.08033299505735
50849,1,2016-07-10,2015-10-24,2016-07-13,2016-04-13,2,0.0,TJK,2,1,97.647107977465,Canceled,1364072,1010582,3.0,292.941323932395
50851,1,2016-05-10,2015-12-27,2016-05-13,2016-04-13,2,0.0,TJK,2,1,133.22665024417358,Canceled,1364074,1065675,3.0,399.67995073252075
50852,1,2016-12-10,2015-12-25,2016-12-13,2016-04-13,2,0.0,TJK,2,1,217.4153919134566,Canceled,1364075,1049057,3.0,652.2461757403698
50860,1,2016-05-10,2016-03-07,2016-05-14,2016-05-05,2,0.0,BRA,2,1,118.93448673967423,Canceled,1364083,1011977,4.0,475.7379469586969
50862,1,2016-07-10,2015-09-17,2016-07-15,2016-02-25,2,0.0,CN,0,2,80.8997133792631,Canceled,1364085,1088993,5.0,404.49856689631554
50864,1,2016-07-10,2016-03-18,2016-07-17,2016-04-07,1,0.0,ITA,2,1,76.28035943099871,Canceled,1364087,1053254,7.0,533.962516016991
50868,1,2016-07-11,2016-01-04,2016-07-12,2016-01-10,2,0.0,RUS,2,1,95.80336464304905,Canceled,1364091,1076806,1.0,95.80336464304905
50870,1,2016-06-11,2016-03-02,2016-06-14,2016-03-14,2,0.0,PRT,2,2,88.48602863647086,Canceled,1364093,1089038,3.0,265.4580859094126
50872,1,2016-05-11,2016-02-09,2016-05-14,2016-03-25,2,0.0,PRT,2,1,115.08710723280619,Canceled,1364095,1029883,3.0,345.26132169841856
50876,1,2016-05-11,2015-10-16,2016-05-14,2016-05-04,2,0.0,GBR,2,2,137.77665583631384,Canceled,1364099,1004064,3.0,413.32996750894154
50882,1,2016-05-11,2015-09-27,2016-05-15,2016-01-22,2,0.0,PRT,2,1,117.04076164274242,Canceled,1364105,1045796,4.0,468.1630465709697
50896,1,2016-05-11,2015-07-09,2016-05-15,2016-01-22,2,0.0,PRT,2,1,101.78539046713878,Canceled,1364119,1040871,4.0,407.14156186855513
50899,1,2016-06-11,2015-12-13,2016-06-15,2016-01-22,2,0.0,ITA,2,1,69.50060386140451,Canceled,1364122,1093983,4.0,278.00241544561806
50904,1,2016-10-11,2015-12-26,2016-10-16,2016-05-08,2,0.0,FRA,2,2,137.29071263877572,Canceled,1364127,1009297,5.0,686.4535631938786
50905,1,2016-10-11,2016-05-06,2016-10-17,2016-05-08,2,0.0,BRA,2,1,155.78413717316104,Canceled,1364128,1000137,6.0,934.7048230389662
50907,1,2016-01-12,2015-07-10,2016-01-13,2015-10-21,1,0.0,PRT,2,1,75.92242297393217,Canceled,1364130,1005351,1.0,75.92242297393217
50914,1,2016-01-12,2015-04-26,2016-01-14,2015-10-21,2,0.0,PRT,2,1,95.73328126803445,Canceled,1364137,1012320,2.0,191.4665625360689
50915,1,2016-06-12,2015-11-23,2016-06-14,2016-01-14,2,0.0,FRA,2,1,99.82395301444116,Canceled,1364138,1068713,2.0,199.64790602888232
50921,1,2016-06-12,2015-10-04,2016-06-14,2015-10-21,2,0.0,PRT,2,1,61.33708823220715,Canceled,1364144,1039713,2.0,122.6741764644143
50933,1,2016-12-12,2015-10-11,2016-12-14,2015-10-21,2,0.0,PRT,2,1,102.30839596893743,Canceled,1364156,1069807,2.0,204.61679193787486
50934,1,2016-05-12,2015-06-02,2016-05-14,2016-01-07,2,0.0,FRA,2,1,87.23631056303554,Canceled,1364157,1073208,2.0,174.4726211260711
50936,1,2016-05-12,2015-05-07,2016-05-14,2015-10-21,2,0.0,PRT,2,1,59.9178263644223,Canceled,1364159,1024641,2.0,119.8356527288446
50939,1,2016-06-12,2015-09-12,2016-06-14,2015-10-21,2,0.0,PRT,2,1,53.77340419901612,Canceled,1364162,1057412,2.0,107.54680839803224
50943,1,2016-06-12,2015-12-29,2016-06-15,2016-02-02,2,0.0,PRT,2,1,55.08444673039908,Canceled,1364166,1070216,3.0,165.25334019119725
50946,1,2016-05-12,2016-03-15,2016-05-15,2016-04-03,2,0.0,BEL,2,1,108.1441596367151,Canceled,1364169,1029802,3.0,324.4324789101453
50953,1,2016-10-12,2015-05-17,2016-10-16,2016-04-03,2,0.0,USA,2,1,145.0623604343187,Canceled,1364176,1100556,4.0,580.2494417372748
50958,1,2016-06-12,2016-01-05,2016-06-27,2016-05-12,1,0.0,AGO,0,3,144.16636046301093,No-Show,1364181,1012609,15.0,2162.495406945164
50960,1,2016-10-13,2016-03-19,2016-10-14,2016-04-25,1,0.0,JPN,2,2,211.19434892403393,Canceled,1364183,1078466,1.0,211.19434892403393
50965,1,2016-05-13,2015-06-12,2016-05-14,2016-04-24,3,0.0,NLD,2,1,189.23611287837727,Canceled,1364188,1010580,1.0,189.23611287837727
50967,1,2016-07-13,2015-10-27,2016-07-15,2016-05-13,1,2.0,CHN,2,5,126.09003495527928,No-Show,1364190,1001690,2.0,252.18006991055856
50969,1,2016-05-13,2015-11-14,2016-05-15,2016-04-18,2,0.0,DEU,2,1,118.99350504310658,Canceled,1364192,1013068,2.0,237.98701008621316
50972,1,2016-07-13,2016-03-07,2016-07-15,2016-05-02,2,0.0,ESP,2,2,150.8560394589649,Canceled,1364195,1047579,2.0,301.7120789179298
50973,1,2016-06-13,2015-10-28,2016-06-15,2016-02-13,2,1.0,ESP,2,1,161.16976296090266,Canceled,1364196,1082738,2.0,322.3395259218053
50976,1,2016-05-13,2015-09-01,2016-05-16,2016-02-22,2,0.0,FRA,2,2,165.1529453938834,Canceled,1364199,1027881,3.0,495.4588361816502
50979,1,2016-06-13,2015-11-16,2016-06-16,2015-12-18,2,0.0,PRT,2,1,84.28258395916038,Canceled,1364202,1080409,3.0,252.84775187748113
50980,1,2016-05-13,2015-11-11,2016-05-16,2015-12-18,2,0.0,PRT,2,1,106.57287838376092,Canceled,1364203,1004940,3.0,319.7186351512828
50988,1,2016-06-13,2015-09-01,2016-06-15,2016-03-20,2,0.0,ITA,2,1,111.6035446995433,Canceled,1364211,1050092,2.0,223.2070893990866
50995,1,2016-07-13,2015-11-07,2016-07-16,2015-12-18,2,0.0,FRA,2,1,77.72071121080289,Canceled,1364218,1016823,3.0,233.16213363240865
50996,1,2016-06-13,2015-11-29,2016-06-16,2016-02-22,2,0.0,FRA,2,2,90.39644948242183,Canceled,1364219,1078768,3.0,271.1893484472655
51000,1,2016-06-13,2015-06-07,2016-06-16,2015-12-18,2,0.0,PRT,2,1,63.46162397089968,Canceled,1364223,1020948,3.0,190.38487191269905
51001,1,2016-10-13,2015-11-04,2016-10-16,2015-12-18,2,0.0,PRT,2,1,90.19593545901348,Canceled,1364224,1000065,3.0,270.58780637704047
51014,1,2016-10-13,2015-10-11,2016-10-16,2015-12-18,2,0.0,PRT,2,1,127.7826996907363,Canceled,1364237,1082305,3.0,383.34809907220887
51018,1,2016-06-13,2015-04-25,2016-06-16,2015-12-18,2,0.0,PRT,2,1,69.72678466061357,Canceled,1364241,1056916,3.0,209.1803539818407
51022,1,2016-01-13,2015-05-04,2016-01-16,2015-12-18,2,0.0,PRT,2,1,145.16403306720835,Canceled,1364245,1012193,3.0,435.492099201625
51024,1,2016-05-13,2016-01-31,2016-05-16,2016-02-09,2,0.0,PRT,2,1,120.13922333492017,Canceled,1364247,1052525,3.0,360.4176700047605
51028,1,2016-06-13,2015-07-31,2016-06-16,2015-12-18,2,0.0,PRT,2,1,85.91601242898597,Canceled,1364251,1050508,3.0,257.7480372869579
51032,1,2016-11-13,2016-04-08,2016-11-16,2016-05-01,2,0.0,FRA,2,2,190.03446603649084,Canceled,1364255,1067749,3.0,570.1033981094726
51036,1,2016-01-13,2015-07-03,2016-01-16,2015-12-18,2,0.0,PRT,2,1,133.87385603670836,Canceled,1364259,1044236,3.0,401.62156811012505
51047,1,2016-05-13,2015-07-01,2016-05-16,2016-02-22,2,0.0,FRA,2,2,151.75194423571878,Canceled,1364270,1045749,3.0,455.25583270715634
51050,1,2016-01-13,2015-05-31,2016-01-16,2015-12-18,2,0.0,PRT,2,1,127.57366555128226,Canceled,1364273,1050579,3.0,382.7209966538468
51061,1,2016-10-13,2016-03-03,2016-10-16,2016-04-27,2,1.0,FRA,2,5,250.62119474639795,Canceled,1364284,1060109,3.0,751.8635842391939
51065,1,2016-12-13,2016-02-20,2016-12-17,2016-04-08,2,0.0,DEU,2,2,231.0169594764625,Canceled,1364288,1005472,4.0,924.06783790585
51070,1,2016-07-13,2016-03-13,2016-07-18,2016-05-08,1,2.0,GBR,2,5,188.49538447082375,Canceled,1364293,1072595,5.0,942.4769223541188
51082,1,2016-05-13,2015-12-11,2016-05-18,2016-04-19,2,0.0,NLD,2,1,90.90136303265415,Canceled,1364305,1093442,5.0,454.50681516327074
51087,1,2016-05-13,2016-04-22,2016-05-18,2016-04-28,2,0.0,HUN,2,1,120.89865141477279,Canceled,1364310,1025224,5.0,604.4932570738639
51094,1,2016-06-13,2015-10-29,2016-06-18,2016-03-25,2,0.0,DEU,2,1,108.98074460220339,Canceled,1364317,1033741,5.0,544.903723011017
51105,1,2016-06-14,2015-11-12,2016-06-16,2016-02-09,2,0.0,PRT,2,1,88.9892405986826,Canceled,1364328,1085304,2.0,177.9784811973652
51119,1,2016-07-14,2015-04-09,2016-07-16,2016-02-09,2,0.0,PRT,2,1,76.72580565535387,Canceled,1364342,1000767,2.0,153.45161131070773
51151,1,2016-07-15,2016-03-13,2016-07-18,2016-05-14,1,1.0,DEU,0,8,70.37532238854757,Canceled,1364374,1066210,3.0,211.12596716564272
51152,1,2016-07-15,2016-04-26,2016-07-18,2016-05-14,2,0.0,FRA,0,1,93.04309133895835,Canceled,1364375,1017464,3.0,279.12927401687506
51155,1,2016-12-15,2016-01-08,2016-12-18,2016-04-14,2,0.0,CHE,0,1,177.99975976333496,Canceled,1364378,1029269,3.0,533.9992792900049
51174,1,2016-07-16,2016-03-17,2016-07-17,2016-05-09,1,0.0,BRA,2,1,83.0995886871489,Canceled,1364397,1067567,1.0,83.0995886871489
51175,1,2016-05-16,2016-02-10,2016-05-17,2016-04-13,2,0.0,GBR,2,1,133.32934867614392,Canceled,1364398,1076953,1.0,133.32934867614392
51178,1,2016-10-16,2016-02-10,2016-10-18,2016-05-10,1,0.0,PRT,0,1,137.40564600627687,Canceled,1364401,1092044,2.0,274.81129201255374
51180,1,2016-06-16,2016-02-01,2016-06-19,2016-03-14,2,0.0,PRT,2,1,58.9671183044672,Canceled,1364403,1033856,3.0,176.9013549134016
51188,1,2016-06-16,2015-08-30,2016-06-19,2016-03-14,2,0.0,PRT,2,1,57.62198587596558,Canceled,1364411,1082143,3.0,172.86595762789673
51190,1,2016-07-16,2015-12-12,2016-07-19,2016-03-14,2,0.0,PRT,2,1,45.801424620034894,Canceled,1364413,1060483,3.0,137.4042738601047
51194,1,2016-10-16,2016-01-06,2016-10-19,2016-03-14,2,0.0,FRA,2,1,73.98353436279753,Canceled,1364417,1046023,3.0,221.9506030883926
51199,1,2016-06-16,2015-11-27,2016-06-19,2016-03-14,2,0.0,PRT,2,1,58.4216142900073,Canceled,1364422,1096135,3.0,175.26484287002188
51202,1,2016-10-16,2016-01-09,2016-10-19,2016-03-14,2,0.0,PRT,2,1,68.02654659209085,Canceled,1364425,1009966,3.0,204.07963977627256
51205,1,2016-10-16,2015-08-30,2016-10-19,2016-03-14,2,0.0,PRT,2,1,67.57891327120566,Canceled,1364428,1058169,3.0,202.736739813617
51207,1,2016-07-16,2015-08-07,2016-07-19,2016-03-14,2,0.0,PRT,2,1,49.53390246805543,Canceled,1364430,1087315,3.0,148.6017074041663
51210,1,2016-07-16,2016-03-01,2016-07-19,2016-03-14,2,0.0,PRT,2,1,43.51380049307006,Canceled,1364433,1000900,3.0,130.54140147921018
51216,1,2016-05-16,2016-01-22,2016-05-20,2016-03-13,1,0.0,PRT,2,1,106.48599948223843,Canceled,1364439,1036161,4.0,425.9439979289537
51217,1,2016-06-16,2016-01-16,2016-06-20,2016-04-08,2,2.0,RUS,2,5,146.9046486964807,Canceled,1364440,1060660,4.0,587.6185947859228
51218,1,2016-12-16,2015-09-29,2016-12-20,2016-05-16,2,0.0,FRA,2,1,150.4787916796653,No-Show,1364441,1019378,4.0,601.9151667186612
51220,1,2016-05-16,2016-05-02,2016-05-20,2016-05-16,2,0.0,CHN,2,1,120.21239064127634,No-Show,1364443,1050585,4.0,480.8495625651054
51227,1,2016-06-17,2015-07-14,2016-06-18,2015-10-19,2,0.0,PRT,2,1,52.81748084687801,Canceled,1364450,1073564,1.0,52.81748084687801
51237,1,2016-06-17,2015-09-04,2016-06-18,2016-05-17,2,0.0,PRT,0,1,107.40475595221446,Canceled,1364460,1094608,1.0,107.40475595221446
51241,1,2016-01-17,2015-09-11,2016-01-18,2015-10-19,2,0.0,PRT,2,1,88.31352796259962,Canceled,1364464,1080990,1.0,88.31352796259962
